Ticker
LBRT
NMRK
IDYA
HNI
AKR
GRAL
UNF
APAM
SXI
SUPN
ACLS
TOWN
WRBY
HGV
HUBG
CWT
TDW
INTA
FFBC
MGRC
DNOW
CBZ
WAFD
CSTM
XMTR
BANC
AAP
MTRN
WGS
MCY
ITGR
UE
ALRM
FRSH
VERA
APGE
UPWK
PRK
CNK
KSS
BEAM
PFS
RELY
BLKB
TRMK
BKD
ADPT
FBK
SPHR
OCUL
JOE
PLUS
NSIT
PLUG
DYN
BANF
KLIC
CAKE
GENI
MGNI
FCPT
CHEF
GT
OI
AMR
FRME
IVT
TRN
STNG
OII
PTON
DIOD
GOLF
BBT
PHIN
CURB
ATEC
VICR
NBTB
CON
RXO
COCO
GTX
DBRG
VRDN
SM
GEO
BANR
PBF
EYE
HI
ACLX
DNLI
EXTR
CUBI
NOG
CSGS
NTB
BUSE
LQDA
FBNC
KMT
SONO
ATKR
OMCL
ASGN
NUVB
NGVT
LC
PTEN
EPAC
EFSC
CXW
MRX
CGON
HE
ADUS
SLNO
POWI
MSGE
CRVL
WD
CWK
IRON
GRBK
STC
DRH
QDEL
OSW
CRGY
SMR
INSW
UNFI
ATRC
PARR
HMN
PGNY
MTX
KWR
IOSP
HCI
OLMA
NTCT
PPTA
PLAB
SDRL
YELP
RAMP
MD
AVDL
EVTC
NWN
MQ
STRA
TWST
ACMR
DK
KN
ARR
BUR
AMRX
TPB
OFG
NWBI
SMPL
PRGS
ARCB
ANDE
AUPH
NNI
IMVT
TNET
FCF
WVE
BFH
DAVE
SGHC
VCEL
AVPT
HLIO
NHC
AORT
MNKD
SYBT
SKWD
GEF
BKE
NIC
CHCO
WERN
SLVM
ALG
BATRK
KALU
SHO
VSH
CTRI
DX
PRCT
HLMN
BRSL
CNS
LMAT
PRDO
CC
BELFB
CASH
SNDX
WOR
DBD
TIC
LION
AI
GSHD
GNL
RXRX
HRMY
RSI
ROG
FLYW
CENX
SEM
PAGS
TRIP
TXG
CLDX
UFPT
SPNT
LASR
AGM
VECO
NTST
LZB
SYRE
TILE
IMAX
ADNT
CECO
IIPR
CRK
BLBD
VAC
HTH
DHT
STBA
FIVN
PAYO
CCS
BWIN
DGII
BHE
JBLU
ICFI
IPAR
LTC
BBAI
HTO
TCBK
ENOV
COLL
NEOG
SBH
ATRO
MODG
ALEX
PACS
RCUS
STEL
XHR
ELME
HOUS
GTY
NBHC
IMNM
KNTK
LEG
ALKT
LKFN
SPB
WWW
AIN
ZD
EWTX
JJSF
ANIP
NEO
TNDM
ROCK
BCRX
INOD
VYX
FTRE
CENTA
SEI
NSSC
GABC
STOK
TFIN
AAOI
NN
CCB
MBC
HLF
QCRH
MLYS
HOPE
AGIO
GBX
WT
ARI
APPN
DEI
TRUP
PAR
FLNC
AZTA
WLDN
SHLS
NSP
ADEA
DXPE
TNC
FUN
REAL
HCSG
HROW
AXGN
MXL
PEB
FSLY
NVRI
UVV
TALO
LADR
USLM
QUBT
NRIX
ARDX
SPNS
CRAI
XPRO
ENR
CNOB
CLMT
PZZA
VERX
ARLO
WKC
LNN
ATEN
TNK
SILA
ABR
WLY
LOB
DCOM
ACVA
STAA
UMH
WINA
ZYME
TDOC
HG
FDP
MCRI
INVA
AAMI
ARRY
EFC
BLX
AMSC
ASAN
DCO
ECPG
GIII
CTS
ACT
SRCE
PRLB
NVCR
PGRE
CNMD
PRG
PRA
UTI
TGLS
FIHL
ALGT
WABC
BFC
THR
DFIN
PCRX
SGRY
RLJ
KW
LZ
THS
XPEL
MLKN
IE
TWO
VRE
OBK
WS
USPH
ENVX
SAFT
OCFC
HLIT
FA
CRI
TSHA
CDRE
PEBO
WMK
TRS
VITL
WGO
PMT
VRTS
CSTL
PBI
THRM
BBNX
SEZL
TTI
CMPR
PWP
DVAX
LUNR
RVLV
DOLE
XNCR
CSR
ECVT
DHC
PD
JBGS
COUR
PENG
CIM
XERS
UCTT
PDM
AHCO
IMKTA
TRVI
RLAY
CDNA
ASTE
CLOV
VVX
OUST
SCL
AAT
VTOL
COHU
OSBC
DLX
TMP
LILAK
MFA
AMPL
CCOI
SMA
UNIT
UVSP
PGY
FIGS
RPD
PAX
REX
CAPR
NVTS
GCT
GRC
LIF
WTTR
BY
PNTG
NAVI
BHVN
SDGR
NVAX
EIG
SAH
CTBI
GO
EYPT
AMPH
NPKI
ESRT
PCT
LGIH
BLFS
PRKS
MBIN
FMBH
MSEX
SBSI
HLX
AMRC
PHR
JAMF
NNE
LPG
UPB
UPBD
BORR
CVI
BV
ASTH
ORC
CNNE
SCSC
BBSI
DEA
BHRB
SFL
MNMD
ALIT
LFST
JBI
DRVN
EXPI
PLYM
CXM
NESR
FBRT
ANAB
GLDD
RHLD
BTDR
KOD
ROOT
FUBO
HFWA
UVE
NTLA
CFFN
IART
PDFS
CMPO
IDT
YEXT
APOG
HAFC
INVX
LMB
MDXG
EPC
URGN
BJRI
AMLX
PAHC
AMWD
BBUC
NBBK
KURA
AMPX
HBNC
MEG
DEC
UFCS
CRMD
MATW
EVLV
SMP
VSTS
QNST
BFST
FG
AMAL
TRST
NBN
MCB
MBWM
IAS
SAFE
UTL
AMC
CCNE
NBR
TDAY
FLNG
SNCY
FIZZ
RWT
UTZ
GLUE
BRSP
AXL
PRSU
ORKA
CARS
INBX
ARVN
IRMD
THFF
AMTB
ESQ
GBTG
CPF
GERN
CLB
AIV
CAC
MAZE
ERII
HTBK
PLOW
AESI
DAKT
HTB
FWRG
EVER
AMSF
ALNT
IBCP
RIGL
INDI
LQDT
FOXF
ESPR
SIBN
PFBC
PUMP
NX
CBL
EQBK
CNXN
TDUP
PRCH
MOFG
ORRF
MTUS
ABUS
SVRA
NAT
MYE
SG
KROS
EMBC
TBPH
NEXT
GDOT
CABO
KE
LINC
GOSS
RUM
TCMD
CMRE
RYI
MMI
DNTH
MRTN
HRTG
PRAA
FSBC
TR
MATV
REPL
ELVN
TRTX
APEI
CCBG
NTGR
BBW
EBS
SLDP
NXRT
IOVA
CMP
DJCO
RBCAA
PHAT
WSR
GNK
AIOT
BLND
PVLA
ZGN
GHM
CTLP
ADAM
GDYN
MPB
ERAS
SANA
SMBC
STGW
IVR
BZH
MYGN
BTBT
TNGX
DAWN
RDVT
ADTN
MNRO
NRDS
SBGI
FISI
IIIN
AHL
AMN
GOLD
AEHR
BCAX
TE
EE
SEMR
EGBN
GPRE
RGNX
SXC
IIIV
BFLY
NWPX
PGEN
CWH
GRDN
VTS
CSV
NRIM
CASS
CBRL
HTZ
OFIX
SPRY
SCHL
ACEL
SMBK
ALMS
BLMN
AMBP
SHBI
HPP
RCAT
JBSS
SHEN
INN
ARHS
CPS
HSTM
UDMY
AROW
ZBIO
MCBS
AHH
GSBC
GCMG
FCBC
FLGT
SPT
TREE
WASH
SEPN
OMER
GSM
ICHR
MCW
ETD
SFIX
AVO
DFH
CTKB
KFRC
UHT
MVST
SABR
KOP
KALV
PX
NUTX
JANX
NVGS
KODK
TYRA
VIR
CTO
AVBP
TRNS
GDEN
FFIC
HIPO
FMNB
OPK
NABL
SPFI
CWCO
HNRG
NPK
PACB
MBUU
SION
TCBX
LIND
PKST
IRWD
SENEA
APPS
FULC
BHB
IDR
FWRD
ODC
BDN
ALRS
CBLL
DIN
AVNS
TROX
OXM
RUSHB
NUS
FOR
ACNB
SD
PLAY
KREF
BKSY
JBIO
IHRT
HOV
ANGO
RAPP
RES
TK
SLDE
FSUN
BXC
RGR
GOOD
AOSL
TALK
HCKT
CMCO
MAGN
CMPX
CGEM
PLPC
MAMA
ANGI
FIP
PGC
LYTS
BWMN
VREX
EHAB
AQST
AEBI
CARE
GEVO
PFIS
DC
BSRR
IBRX
DHIL
SWBI
ORIC
EVH
CEVA
GMRE
LXU
ALX
FBIZ
ATXS
HELE
NFBK
LAB
ANNX
OSPN
FRGE
CRVS
HZO
SSTK
MITK
HIFS
CAL
TIPT
OPTU
CCSI
GRND
CIVB
FPI
MSBI
VPG
CLBK
CYRX
SERV
GTN
COFS
BOW
YORW
KOS
AIP
ASIX
ABSI
NXDR
MTW
ASPI
ZVRA
CLMB
SFST
HBCP
CHCT
AVAH
RXST
CRNC
BKV
UNTY
GIC
EBF
ULCC
MAX
BCAL
KRNY
ZEUS
IMXI
MBX
BMRC
CYH
UAMY
EU
ALT
IBEX
RBB
WTBA
EOLS
NLOP
WRLD
GLRE
REAX
METC
OIS
BAND
MLR
MLAB
PSIX
ZUMZ
HTLD
ETON
GRPN
DRUG
CMCL
TTAM
AKBA
FET
CWBC
SOC
CERS
MH
TWI
FRBA
AEVA
WEAV
SKYT
FFWM
BCML
WNC
CLNE
PSNL
NATR
ASC
BWB
HBT
FMAO
ARKO
ORN
OLP
NPCE
CVLG
MRVI
EVGO
PRTA
PUBM
CVGW
ITIC
WLFC
BATRA
VNDA
RYAM
HY
OSG
STKL
ATLC
BGS
FDMT
KOPN
MCS
BWFG
NB
BFS
PSTL
RM
RC
BVS
EGY
GOGO
DGICA
CTOS
JACK
SVV
MGPI
ORGO
VSTM
CLPT
SCVL
GEFB
PKE
OBT
VLGEA
RZLV
FLOC
CBNK
CENT
LXFR
REPX
KMTS
TITN
CBAN
CZNC
RRBI
MVBF
NVEC
MGTX
EB
CLDT
MBI
BBBY
ABL
ACCO
CLFD
DNUT
HVT
NAGE
SITC
ACIC
NGVC
TRC
MOV
SRTA
CODI
PDLB
ZIP
FNLC
AMCX
AVXL
XRX
KRUS
GBFH
NECB
NGS
ABAT
RDW
DNA
FSBW
DENN
PKBK
SLDB
BYRN
VOYG
STRT
TRDA
NEWT
SGHT
CNDT
MCFT
MTRX
IBTA
CMTG
SLP
OEC
RPAY
ILPT
PCB
LOCO
ONIT
TSBK
CRSR
GNE
LAND
CTEV
SVC
FRST
CLW
DCTH
CZFS
QTRX
SSP
ENTA
ALDX
SWIM
BIOA
CDZI
BOC
KIDS
IPI
ACRE
FVR
KELYA
CMRC
CIO
TLS
ISTR
PTLO
EGHT
BRBS
HDSN
PRME
FEIM
DOMO
PLBC
OOMA
LTBR
WSBF
FSTR
SB
MBCN
RBBN
TH
RCKT
DSGR
PSFE
MCHB
NATH
XPER
OPFI
ACRS
SIGA
DBI
BLFY
NCMI
FRPH
LENZ
ADCT
WOW
JMSB
DMAC
GRNT
HNST
MEC
MITT
PLSE
NEXN
SPOK
RNGR
BRY
CCRN
LMNR
BMBL
HSHP
CRCT
KFS
JRVR
RMR
MNPR
PACK
CIA
JELD
SMC
LILA
AURA
FDBC
HLLY
PBYI
DDD
JCAP
PLTK
WOOF
VMD
BLZE
AVNW
GCO
NRC
RR
AVIR
CADL
TBCH
ATEX
CRML
OMI
EVEX
PESI
XOMA
TBRG
SNWV
USNA
INSE
ATLO
DSGN
MEI
WBTN
THRY
LFCR
OPRT
REFI
BKTI
FTK
CTGO
NWFL
LCNB
BH
LXEO
PCYO
ASLE
JOUT
CHMG
PANL
FBLA
III
MVIS
RLGT
PAL
OVLY
ASUR
ATNI
NFE
FVCB
HYLN
LAW
CRDA
MYFW
ARDT
RCKY
CTRN
PKOH
SLS
CFFI
ABEO
VTEX
USAU
BSVN
VABK
SEVN
FUNC
ALLO
TOI
OPRX
NKSH
SMLR
VOXR
FRAF
TG
AGL
PINE
RMNI
USCB
RICK
INR
KRMD
XPOF
CRMT
EDIT
WNEB
KRT
ALCO
VYGR
MG
BPRN
QUAD
OABI
VEL
BELFA
UIS
ALTI
HRTX
EVCM
ASPN
MFIN
TECX
PAYS
KINS
LDI
ONTF
NNOX
NGNE
SPIR
EVC
SLQT
PEBK
ELMD
WEYS
QSI
VUZI
INBK
DOUG
LOVE
IMMR
NC
OSUR
LPRO
OLPX
TRUE
LE
BETR
NPB
GCBC
EGAN
BRT
FC
TARA
RGP
MPAA
BHR
POWW
CD
SKYH
LVWR
WTI
CMT
SKIN
FENC
FCAP
SNDA
SNBR
ARCT
RGCO
BNTC
DSP
HCAT
FCCO
LRMR
LEGH
PBFS
INGN
MASS
TTGT
JAKK
RZLT
TNXP
LNKB
CATX
NXDT
BZAI
TCX
FLXS
BBCP
OPBK
MRBK
MXCT
KLC
STRS
SAMG
SEG
PRTH
RMAX
CRDF
SMHI
WEST
FHTX
KLTR
FXNC
CURI
TRAK
RSVR
GETY
TBI
CHRS
BCBP
ALMU
INSG
MDWD
BNED
STRZ
ACR
HWBK
TTSH
BVFL
AVR
MED
STXS
CMDB
OMDA
CDXS
HUMA
NREF
TSSI
UTMD
EFSI
MPTI
RELL
AMBQ
LFMD
SATL
FSFG
DMRC
CVRX
ESCA
OVBC
ASIC
KGEI
TMCI
LWAY
HBB
AII
CBFV
BOOM
MNTK
MLP
SGC
ONEW
PLX
ANIK
SMID
MNSB
JYNT
BKKT
ACTG
EHTH
FRD
GENC
SNFCA
FATE
EWCZ
NODK
CZWI
BALY
FINW
MDV
EVI
LNSR
AOMR
FNKO
FOA
SBFG
ACU
SUNS
JILL
LZM
SKYX
BRCC
ULH
SPWR
HAIN
KULR
NMAX
ARQ
KRO
INNV
EBMT
FLWS
SRBK
ALTG
ESOA
PDYN
EPM
EML
HFFG
PDEX
AVD
MAPS
BSET
ALEC
PMTS
ARAY
AEYE
NVCT
LARK
LUNG
TLSI
ACNT
FFAI
GAMB
OFLX
ELDN
FSP
STRW
EXFY
RCMT
CXDO
RXT
TCI
DERM
DCGO
CLAR
FNWD
AOUT
CPSS
FORR
DH
FF
WHG
HPK
ZVIA
ADV
NPWR
GWRS
PNBK
TTEC
SNCR
BYND
NKTX
RMBI
CFBK
SMTI
RVSB
RPT
BFIN
HNVR
GYRE
BTMD
RNAC
WALD
EPSN
CSPI
SSTI
LAKE
VIRC
NRDY
IKT
EEX
ATOM
LUCD
GLSI
AIRJ
PAMT
MPX
AARD
LFVN
BARK
ECBK
OM
CBNA
ATYR
AISP
PNRG
SFBC
CARL
STIM
AFCG
UNB
MYPS
AIRO
SI
ILLR
ISPR
GAIA
KRRO
INH
ACDC
AREN
UBFO
SIEB
FTLF
TKNO
COSO
NL
RCEL
CLPR
AKE
ELA
EP
TZOO
TUSK
LFT
SWKH
AIRS
MKTW
VHI
SVCO
PROP
COOK
ACTU
HQI
CURV
VALU
OPAL
INMB
CIX
SKIL
SLND
KG
MYO
SLSN
TEAD
NXXT
TVRD
RBKB
BEEP
SEAT
SBC
NEON
AFRI
ARL
HURA
VRM
TSE
GMGI
GOCO
LAZR
VGAS
ADRO
SAFX
TVGN
ADRO
ZSPC
THRD
